text,label,source
"also , it is bringing in the right kind of people '' to upgrade its human resources .",Optimism,FinancialPhraseBank
"global sports equipment maker amer sports corp. , whose brands include atomic , salomon and wilson , saw a 64 percent increase in third-quarter net profit to euro 47.4 million 65 million on strong sales and cost cuts .",Joy,FinancialPhraseBank
"in connection with the deal , digia will employ 19 persons from nokia in oslo and in silicon valley in the usa .",Neutral,FinancialPhraseBank
25 march 2011 - finnish electronics contract manufacturer scanfil oyj hel scf1v said today its plan to merge wholly owned scanfil ems group with ojala-yhtyma oy has hit a snag as shareholders of the domestic rival rejected the deal .,Sadness,FinancialPhraseBank
"liquid handling products include electronic and mechanical pipettes , disposable tips as well as pipette maintenance and calibration services for research institutions , healthcare and industrial laboratories .",Neutral,FinancialPhraseBank
the total emissions reduction from 1999 to 2017 will be thus 41 .,Neutral,FinancialPhraseBank
"destia oy is a finnish infrastructure and construction service company building , maintaining and designing traffic routes , industrial and traffic environments , but also complete living environments .",Neutral,FinancialPhraseBank
it estimates the operating profit to further improve from the third quarter .,Optimism,FinancialPhraseBank
kesko food ltd press release 04.01.2006 at 13.00 kesko food ltd is launching a major tv campaign to recruit as many as one hundred new k-food retailers .,Optimism,FinancialPhraseBank
"the personnel reduction will be carried out in anjalankoski , hollola , jyvaskyla , jarvenpaa , karhula , turku and valkeakoski units .",Sadness,FinancialPhraseBank
"the order comprises four ball mills , which will be organized in two different streams for treating ore in the pilanesberg platinum mine .",Neutral,FinancialPhraseBank
"elsewhere , the tendency is towards more developed packaging than before .",Neutral,FinancialPhraseBank
"mr priit kasak , balti metsamasina 's owner , said the rakvere-based company wishes to increase valmet 's market share from 27 to a third in a couple of years .",Optimism,FinancialPhraseBank
"according to finnish metso minerals , the value of the company 's orders has gone up to eur 1.9 bn in 12 months .",Optimism,FinancialPhraseBank
"section regional news - the demand in finnair 's asian traffic , measured in passenger kilometers , was up 34.9 in august compare to last year .",Optimism,FinancialPhraseBank
"in addition to russia , we now seek additional growth in ukraine .",Optimism,FinancialPhraseBank
revenue in the quarter fell 8 percent to euro 2.4 billion compared to a year earlier .,Sadness,FinancialPhraseBank
"this one was at one time targeted for june 5 , but if we had to guess , it 's been pushed back -- maybe we 're crazy , but we feel like it has n't leaked enough to meet that date at this point .",Neutral,FinancialPhraseBank
"the samsung mobile applications store was launched in january 2009 by samsung mobile innovator , a program which enables mobile software developers to create applications for use across samsung mobile devices .",Neutral,FinancialPhraseBank
"in q1 of 2009 , the company 's operating loss totalled eur 0.3 mn , compared to a profit of eur 3.6 mn in q1 of 2008 .",Sadness,FinancialPhraseBank
finnish-swedish tietoenator is expanding its business quickly in russia .,Optimism,FinancialPhraseBank
gsk announced in november 2008 that it would close its operations in dartford .,Sadness,FinancialPhraseBank
the completion of the recycling plant is an important link in the chain of creating a waste management system in the dubna region that meets the eu standards .,Optimism,FinancialPhraseBank
"the other two sellers were the finnish national fund for rd sitra and oras invest oy , which also sold half of their shareholdings , leaving them with 3.8 pct and 3.2 pct of the company respectively .",Neutral,FinancialPhraseBank
the markets expect heineken to sell hartwall as a whole or in parts .,Neutral,FinancialPhraseBank
"danske bank a-s danske dc jumped 3.7 percent to 133.4 kroner , rebounding from yesterday s 3.5 percent slide .",Optimism,FinancialPhraseBank
in return the new york-based private equity firm will receive a 51 stake in the latvian it and telecom group .,Neutral,FinancialPhraseBank
atria chose the delight to attract consumers in the 25-45 age group to its atria fresh range of microwaveable meals .,Neutral,FinancialPhraseBank
"city24 users can search for homes and properties in all areas where city24 is active , even outside their own country .",Neutral,FinancialPhraseBank
upm-kymmene has generated four consecutive quarters of positive free cash flow .,Optimism,FinancialPhraseBank
"according to soosalu , particular attention was paid to residents privacy and security in the design of the aleksandri street building .",Neutral,FinancialPhraseBank
"the upgrade is intended to raise the network capacity from 450 mhz to 630 mhz in several cities , enabling bi-directional services for digital television as well as broadband data .",Optimism,FinancialPhraseBank
"nokia will continue to invest in future development of qt for the benefit of all users , both commercial and lgpl .",Optimism,FinancialPhraseBank
we have the most expensive water brand in finland at the moment . '',Neutral,FinancialPhraseBank
why not subscribe to the magazine ?,Neutral,FinancialPhraseBank
circulation revenue has increased by 5 in finland and 4 in sweden in 2008 .,Optimism,FinancialPhraseBank
"particular attention is being paid to energy efficiency in the construction of the building , as it is designed to meet the requirements of energy class b , and leed certification will be applied for .",Neutral,FinancialPhraseBank
sales of clothing developed best .,Optimism,FinancialPhraseBank
"in the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts .",Neutral,FinancialPhraseBank
"it comes complete with an lcd touch screen system for selection of your chosen function and prices start at around the pounds 4,805 mark .",Neutral,FinancialPhraseBank
image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display . '',Neutral,FinancialPhraseBank
i thank jarmo ukonaho warmly for his contribution and wish him all the best in the future challenges . '',Neutral,FinancialPhraseBank
the first phase will be completed by the end of 2012 .,Neutral,FinancialPhraseBank
net interest income increased by 4.5 to eur 31.4 mn from eur 30.0 mn in 2004 .,Optimism,FinancialPhraseBank
pulp and paper industries are growing in countries like china and russia .,Neutral,FinancialPhraseBank
"agreement with shb 30 december 2009 - finnish financial services group aktia hel aktav has concluded a market making agreement with svenska handelsbanken sto shb a , or shb , the two parties said today .",Optimism,FinancialPhraseBank
"the contract covers hdo platform , ac800 and cxe880 optical fttb nodes designed to increase the forward and return path capacity of the transmission networks .",Optimism,FinancialPhraseBank
"the outsourced scan and capture solutions transfer paper invoices into electronic format , and basware business transactions service allows the customer to receive and send invoices in an electronic format .",Neutral,FinancialPhraseBank
the company 's share is quoted on nasdaq omx helsinki rautaruukki oyj rtrks .,Neutral,FinancialPhraseBank
"it is necessary to strengthen the company 's operations , however .",Neutral,FinancialPhraseBank
incap and lankapaja aim to enter into actual agreement to transfer the sheet-metal production to the buyer in february in order to complete the transfer on 1 march 2011 .,Optimism,FinancialPhraseBank
lean system supports change management and component purchasing extremely well .,Optimism,FinancialPhraseBank
"adp news - nov 3 , 2008 - finnish cargo handling systems and services company cargotec oyj omx cgcbv said today that it acquired 80 stakes in italian service companies cvs technoports srl and cvs service srl from italian handli",Optimism,FinancialPhraseBank
almost the entire office building will be occupied by metso .,Neutral,FinancialPhraseBank
a cut above bring the outdoors in with these birch-branch coasters .,Neutral,FinancialPhraseBank
the value of the deal was not disclosed .,Neutral,FinancialPhraseBank
"the dutch broker noted that nokian tyres reported a good first quarter in 2006 , above or in line with consensus .",Optimism,FinancialPhraseBank
"the vuokatti unit will be developed to focus especially on the manufacture of prototypes , the ramp-up of new products and the demanding testing and after-sales services .",Neutral,FinancialPhraseBank
no changes in media activity were seen in october compared with september .,Neutral,FinancialPhraseBank
"international sales rose by 59.8 to eur 1,244.4 mn .",Optimism,FinancialPhraseBank
"only this time , nokia , india 's largest mnc , has sought out a topic that could spark off a million approaches creativity in emerging markets .",Neutral,FinancialPhraseBank
"the buyer is real estate owner propertos oy , but the companies have agreed not to disclose financial details of the deal .",Neutral,FinancialPhraseBank
"metsaliitto will sell 1.1 million b shares of neomarkka , accounting for about 18.3 pct of neomarkka 's equity and about 12.7 pct of the voting rights .",Neutral,FinancialPhraseBank
the rest of this week 's tapings of jimmy kimmel live have been canceled until he is back on his feet .,Neutral,FinancialPhraseBank
a. le coq had a market share of 41.3 percent and rival beverage group saku 32.1 percent .,Neutral,FinancialPhraseBank
the project is expected to be completed in 2009 .,Neutral,FinancialPhraseBank
inha works has invested in its product development and market research .,Neutral,FinancialPhraseBank
- i am pleased that bjorn wahlroos has accepted the nomination .,Joy,FinancialPhraseBank
"our in-depth expertise extends to the fields of energy , industry , urban mobility and water environment .",Neutral,FinancialPhraseBank
"the filter tips cover the volume range from 0.1-1200 -l including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -l volume capacities .",Neutral,FinancialPhraseBank
the agreement includes application maintenance and support services .,Neutral,FinancialPhraseBank
"the industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for web-based service to your wireless handset , '' he wrote .",Neutral,FinancialPhraseBank
the platform would continue to be the development framework for symbian and meego .,Neutral,FinancialPhraseBank
business boomed after ostrom helped plant a small story about rapala lures in a life magazine issue that featured marilyn monroe on the cover .,Optimism,FinancialPhraseBank
"karachi , sept. 14 -- ixonos , a world leader in the development and integration of solutions for handheld devices , announced that it is implementing a touch screen mobile user interface solution for the intel atom processor z6xx based smartphones .",Neutral,FinancialPhraseBank
"seppala 's revenue increased by 0.2 to eur10 .1 m. in finland , revenue went down by 2.4 to eur6 .8 m , while sales abroad rose by 6.2 to eur3 .3 m. sales increased in all the baltic countries as well as in russia and ukraine .",Optimism,FinancialPhraseBank
"after the reporting period , biotie north american licensing partner somaxon pharmaceuticals announced positive results with nalmefene in a pilot phase 2 clinical trial for smoking cessation .",Optimism,FinancialPhraseBank
"the study evaluated the safety , tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in 26 patients with active plaque psoriasis .",Neutral,FinancialPhraseBank
"adp news - nov 5 , 2008 - finnish electronic measurement products and solutions maker vaisala oyj omx vaias said today that its net profit rose to eur 18 million usd 23.1 m for the first nine months of 2008 from eur 1",Joy,FinancialPhraseBank
"outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners .",Neutral,FinancialPhraseBank
"as with other stakeholders , comptel has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry .",Neutral,FinancialPhraseBank
"our customers include companies in the energy and process industry sectors , in particular .",Neutral,FinancialPhraseBank
"in july-september 2009 , konecranes ' sales decreased to eur 368.7 mn from eur 520.4 mn in july-september 2008 .",Sadness,FinancialPhraseBank
"the process , technology , project management , basic engineering and quality assurance within forest industry will be consolidated in vantaa , southern finland .",Neutral,FinancialPhraseBank
it is in line with its plans to focus on selected growth segments and streamline corporate structure .,Optimism,FinancialPhraseBank
"foundries division reports its sales increased by 9.7 to eur 63.1 mn from eur 57.5 mn in the corresponding period in 2006 , and sales of the machine shop division increased by 16.4 to eur 41.2 mn from eur 35.4 mn in the corresponding period in 2006 .",Optimism,FinancialPhraseBank
"myllykoski , with one paper plant in finland , one in the us and three in germany , had revenues of eur286m in the first half of 2010 and an operating loss of eur12m , reuters said .",Sadness,FinancialPhraseBank
"the period 's sales dropped to eur 30.6 million from eur 38.3 million , according to the interim report , released today .",Sadness,FinancialPhraseBank
the value of the orders is over eur 25mn .,Neutral,FinancialPhraseBank
the enterprise value of maritim food as has been determined as approximately eur15m .,Neutral,FinancialPhraseBank
the sellers were the founders of the company .,Neutral,FinancialPhraseBank
"helsinki thomson financial - kone said it has won four orders in saudi arabia , united arab emirates and qatar worth 40 mln eur .",Optimism,FinancialPhraseBank
"uk 's sarantel to outsource part of its processes to elcoteq plant in estonia london , oct 13 , bns - the british miniature antennas maker sarantel has signed an agreement to outsource its assembly test and supply chain processes to the plant of elcoteq in the estonian capital tallinn .",Neutral,FinancialPhraseBank
the adjustments concern staff in both the specialty papers and the fiber composites segments .,Neutral,FinancialPhraseBank
finnish okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and norwegian solar wafer company norsun have signed a contract under which okmetic will supply norsun mono silicon crystals for use in solar cell manufacturing .,Optimism,FinancialPhraseBank
odell has not contacted the state of finland in this issue .,Neutral,FinancialPhraseBank
"according to preliminary data from slovakia 's statistics office , goods worth e36 .4 million were imported from finland between january and october 2010 , making up 0.1 percent of slovakia 's total imports .",Neutral,FinancialPhraseBank
"the polish business employs about 1,000 people , and it had net sales of about eur 70mn in 2007 .",Neutral,FinancialPhraseBank
"the company 's profit totaled ls 578,100 in h1 2007 , down 30.9 year-on-year .",Sadness,FinancialPhraseBank
"metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro 6.9 mln from 61 mln euro 83.7 mln a year ago .",Optimism,FinancialPhraseBank
"adjusted for changes in the group structure , the division 's net sales increased by 1.7 .",Optimism,FinancialPhraseBank
"as a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",Sadness,FinancialPhraseBank
okmetic 's silicon wafers are part of a further processing chain that produces end products that improve human interaction and quality of life .,Neutral,FinancialPhraseBank
"they are responsible for their own operations , customer relationships , and the development of these .",Neutral,FinancialPhraseBank
the company specialises in temporary electrification and heating at construction sites .,Neutral,FinancialPhraseBank
a merger between upm and finnish-swedish stora enso is not likely either .,Neutral,FinancialPhraseBank
"also in latvia , we act as a partner for bakery customers in both production and product development .",Neutral,FinancialPhraseBank
metso paper 's delivery will comprise an advantage dct 200 tissue machine including quality control and distributed control systems qcs-dcs .,Neutral,FinancialPhraseBank
"these financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements .",Optimism,FinancialPhraseBank
the financial statements release will be available after publishing on the company 's internet pages at .,Neutral,FinancialPhraseBank
an appeal concerning the project has been lodged at the czech ministry of the environment .,Neutral,FinancialPhraseBank
the plant is expected to enter commercial operation by mid-2009 .,Neutral,FinancialPhraseBank
"the unit 's clients are mainly in the field of specialist convenience goods , as well as in the textile , shoe and furniture businesses .",Neutral,FinancialPhraseBank
"if honkarakenne starts production there , it will need a partner for sawmill operations .",Neutral,FinancialPhraseBank
efficiency programs totalling 100 million euros are under way in finnair .,Optimism,FinancialPhraseBank
"dirk jones , head of financial institutions client sales management , gts , citigroup , inc , said , citi is extremely pleased to be providing global custody services to pohjola group bank .",Joy,FinancialPhraseBank
"theodosopoulos said tellabs could be of value to nokia siemens or nortel given its leading supply status '' with verizon , along with high-growth products .",Optimism,FinancialPhraseBank
the turbines are expected to be launched by the end of 2012 .,Neutral,FinancialPhraseBank
"demand seems to have hit bottom now , and some signs of improvement can be seen .",Optimism,FinancialPhraseBank
the chf is a great product .,Optimism,FinancialPhraseBank
"the transaction doubles tecnomens workforse , and adds a fourth to their net sales .",Optimism,FinancialPhraseBank
"biohit , inc. , has expanded its mline family of pipettors with the addition of the new 1-10 ml volume range .",Neutral,FinancialPhraseBank
the energy sector accounted for approximately 33 and the steel industry for about 57 of the transportation volume .,Neutral,FinancialPhraseBank
the ecb can mainly target inflation .,Neutral,FinancialPhraseBank
"net sales in 2010 were about eur 2.0 billion , of which international operations accounted for roughly a quarter .",Neutral,FinancialPhraseBank
bovine slaughtering and cutting at the kuopio facility will be transferred to the kauhajoki slaughterhouse .,Neutral,FinancialPhraseBank
"the company operates through four principal divisions consumer packaging office papers speciality papers , as well as market pulp and energy .",Neutral,FinancialPhraseBank
operating profit fell to eur 23.26 mn from eur 32.86 mn .,Sadness,FinancialPhraseBank
a huge issue for us is the button placement .,Neutral,FinancialPhraseBank
"koduextra is operating a retail chain of 11 stores , controlled by finnish non-food center ky , rukax oy , and scan-tukka oy .",Neutral,FinancialPhraseBank
the value of the order is around eur 100 million .,Neutral,FinancialPhraseBank
"initially , the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries .",Sadness,FinancialPhraseBank
both mr walden and mr ignatius will be responsible also for the newspapers ' business result .,Neutral,FinancialPhraseBank
"the total scope of the project is about 38,000 square metres and it is valued at a total of around eur75m .",Neutral,FinancialPhraseBank
"in terms of profitability and earnings 2007 was the best year in our history , '' chief executive veli-matti mattila said .",Optimism,FinancialPhraseBank
"technopolis and the st. petersburg government signed a cooperation memorandum in october 2005 to set up a techno-park in the neudorf production zone in the village of strelny , in the st. petersburg suburbs .",Optimism,FinancialPhraseBank
"the bank also expects additional costs , related to the dash 8 - q400 jets , which the group shelved in october 2007 .",Neutral,FinancialPhraseBank
"after the transaction , herttaassa 's holding in alma media has fallen below the flagging limit of 5 .",Neutral,FinancialPhraseBank
"the dollar bounced back after hitting another record low against the euro , which reached 1.41 for the first time .",Neutral,FinancialPhraseBank
"olvi , which controls a 94 percent stake in ragutis through a. le coq , said in its annual report published earlier this year that the lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 .",Optimism,FinancialPhraseBank
"by combining its existing solutions into a single platform , comptel said that it has reduced the cost of deployment .",Optimism,FinancialPhraseBank
"with this , the company will exit the contract manufacturing service segment .",Neutral,FinancialPhraseBank
earnings per share eps amounted to a loss of eur0 .38 .,Sadness,FinancialPhraseBank
"the lemminkainen group , headquartered in helsinki , finland , operates in all sectors of the construction industry civil engineering , building contracting , technical building services and the building materials industry .",Neutral,FinancialPhraseBank
"founded in 1649 , fiskars has over 360 years of product quality excellence and is finland 's oldest company .",Neutral,FinancialPhraseBank
all yit capital markets day materials will be available on the company 's internet site at at 1030 on september 26 .,Neutral,FinancialPhraseBank
together they generate aspo 's goodwill .,Neutral,FinancialPhraseBank
as a consequence the works council had withdrawn its petition to suspend the reorganisation .,Neutral,FinancialPhraseBank
"last year , lemminkainen completed the kouvola k-supermarket contract .",Optimism,FinancialPhraseBank
"the fair value of the property portfolio doubled as a result of the kapiteeli acquisition and totalled eur 2,686.2 1,259.7 million .",Optimism,FinancialPhraseBank
the joint venture is planning a quick timetable for negotiating the lease of the potential wind farm areas and for charting the feasibility of the wind farms .,Neutral,FinancialPhraseBank
"it combines a perfect price performance with sophisticated management facilities , the company said .",Optimism,FinancialPhraseBank
fortum is now considering taking part in nuclear energy projects outside of finland .,Neutral,FinancialPhraseBank
"in the reporting period , eps stood at eur0 .07 versus eur0 .11 .",Sadness,FinancialPhraseBank
full-year operating result for 2008 was 3.6 million negative .,Sadness,FinancialPhraseBank
"the company 's annual loss amounted to eek 18mn , compared to a profit of eek 7.3 mn in 2008 .",Sadness,FinancialPhraseBank
"pre-tax profit totaled eur 397.4 mn , up from eur 164.7 mn .",Optimism,FinancialPhraseBank
our tools are specifically designed with the needs of both the business users and ict experts in mind .,Neutral,FinancialPhraseBank
"as part of the transaction , m-real and sappi have also signed a long-term agreement on the supply of pulp and bctmp and other smaller services and supplies .",Optimism,FinancialPhraseBank
the statutory negotiations at headquarters are part of this decrease .,Neutral,FinancialPhraseBank
construction volumes meanwhile grow at a rate of 10-15 percent annually .,Optimism,FinancialPhraseBank
"tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks .",Neutral,FinancialPhraseBank
"the contract includes design , construction , delivery of equipment , installation and commissioning .",Neutral,FinancialPhraseBank
the service developed by digia facilitates the work and resourcing of health care personnel during vaccination campaigns while providing them with monitoring and management tools .,Neutral,FinancialPhraseBank
the changes in readership were not significant .,Neutral,FinancialPhraseBank
"in middle east north africa , tecnotree has grown considerably in the recent years .",Optimism,FinancialPhraseBank
a total 30 of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .,Neutral,FinancialPhraseBank
eps grew to 0.04 eur from 0.02 eur .,Optimism,FinancialPhraseBank
efore 's ceo reijo maihaniemi said that the company has developed and already delivered power supply units to respective systems based on this technology to chinese sector company zte corp she 000063 .,Neutral,FinancialPhraseBank
the actions are expected to deliver annual cost savings of some eur15-20m .,Optimism,FinancialPhraseBank
"at 337 p.m. eastern time , a block of 2,400 contracts changed hands at a bid price of 0.45 .",Neutral,FinancialPhraseBank
"sullivan said some of the boards really involve a lot of work , and people should get paid for their time . ''",Neutral,FinancialPhraseBank
the growth of net sales in the first half of 2008 has been 28 compared with the first half of 2007 .,Optimism,FinancialPhraseBank
nokia and elisa will work together to bring a superior mobile gaming experience for elisa customers .,Optimism,FinancialPhraseBank
"ebit excluding non-recurring items , totalled eur 67.8 mn , up from eur 38.1 mn .",Optimism,FinancialPhraseBank
"tweeple should check who 's following them , and be cautious when clicking on urls and tinyurls . ''",Neutral,FinancialPhraseBank
"due to market conditions , the company will also temporarily lay off about 3,200 people at different sites .",Sadness,FinancialPhraseBank
"capacity will ease at its seikku sawmill in pori and alholma sawmill in pietarsaari and result in 60 people being laid off for around six weeks starting mid-may , it said .",Sadness,FinancialPhraseBank
"lnnen tehtaat 's food division was reorganised into two strategic business units , apetit frozen foods and jams , and apetit fish .",Neutral,FinancialPhraseBank
the company 's share is listed in the mid cap segment of the nasdaq omx helsinki .,Neutral,FinancialPhraseBank
the move was triggered by weak demand for forestry equipment and the uncertain market situation .,Sadness,FinancialPhraseBank
"teliasonera 's underlying results however included 457 mln skr in positive one-offs , hence the adjusted underlying ebitda actually amounts to 7.309 bln skr , clearly below expectations , analysts said .",Sadness,FinancialPhraseBank
shuweihat 2 got under way in july 2008 when the project was awarded to desalination and power contractors .,Neutral,FinancialPhraseBank
"samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 to an 11.1 share overall .",Sadness,FinancialPhraseBank
"the company said that its investments in the new market areas resulted in sales increase in sweden , poland , russia and lithuania .",Optimism,FinancialPhraseBank
the order is a follow-on to an 11 mln euro 16.1 mln deal made in july 2007 .,Neutral,FinancialPhraseBank
"jul. 18 -- police are looking for a man who they say terrorized three males at gunpoint on east maple avenue this afternoon , shooting one of them and kidnapping another .",Fear,FinancialPhraseBank
arena partners oy is a development company for electronic business .,Neutral,FinancialPhraseBank
"the equipment will expand container handling capacity at namibia 's main port of walvis bay , on the west coast .",Optimism,FinancialPhraseBank
"comptel corporation sami ervio president and ceo , distribution nasdaq omx helsinki major media comptel dynamic oss solutions enable telecom service providers to deliver services flexibly and charge them effectively .",Neutral,FinancialPhraseBank
one of the largest projects of the magazine division of sanomawsoy - sanoma magazines international in 2006 became launch of the russian magazine gloriya .,Neutral,FinancialPhraseBank
all amer sports companies develop and manufacture technically advanced products that improve the performance of active sports participants .,Neutral,FinancialPhraseBank
"kesko 's car import and retailing business , vv-auto , saw sales grow by 17.1 pct .",Optimism,FinancialPhraseBank
"nokia shares hit 13.21 euros on friday , down 50 percent from the start of the year in part because of the slow introduction of touch-screen models .",Sadness,FinancialPhraseBank
"the company , which celebrates its fiftieth anniversary next year , has been exporting distinctive detached homes to central europe for several decades .",Optimism,FinancialPhraseBank
"economic development in china is no longer taking place only on the east coast and in the shanghai area , vauramo says .",Neutral,FinancialPhraseBank
"on the other hand , finnish sawmills ' production has decreased even more .",Sadness,FinancialPhraseBank
"cargotec 's sales totalled eur 3.4 billion in 2008 and it employs approximately 10,500 people .",Neutral,FinancialPhraseBank
"finnish real estate investor sponda plc said on wednesday 12 march that it has signed agreements with danske bank a-s , helsinki branch for a 7-year eur150m credit facility and with ilmarinen mutual pension insurance company for a 7-year eur50m credit facility .",Neutral,FinancialPhraseBank
"beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , providing them with a competitive advantage .",Optimism,FinancialPhraseBank
"combined with the basware enterprise purchase to pay portfolio , it provides a high level of automation for procurement and invoice workflows .",Neutral,FinancialPhraseBank
"the report provides a comprehensive insight into the company , including business structure and operations , executive biographies and key competitors .",Optimism,FinancialPhraseBank
it wo n't happen overnight .,Neutral,FinancialPhraseBank
"temporary lay-offs , affecting the entire workforce , will also be implemented .",Sadness,FinancialPhraseBank
they want my credit card info and my personal details .,Neutral,FinancialPhraseBank
glaston also has efficiency measures in all other units .,Neutral,FinancialPhraseBank
"nokia , which has a strong track record in the lower-end handset market , said in july its touch-screen offering would come this year and be cheaper than rival models in order to tap into a higher-volume market .",Optimism,FinancialPhraseBank
"finnish electronics manufacturing services ems company elcoteq se posted a net loss of 66.4 mln euro 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro 9.8 mln for the same period of 2006 .",Sadness,FinancialPhraseBank
market data and analytics are derived from primary and secondary research .,Neutral,FinancialPhraseBank
"previously , vaahto pulp has supplied headboxes with rectifier roll and dilution control technology for stora enso 's mill in imatra , eastern finland .",Neutral,FinancialPhraseBank
"finnish textiles and clothing group marimekko oyj posted a net profit of 7.99 mln euro 10.4 mln for 2006 , compared to 8.4 mln euro 10.9 mln for 2005 .",Sadness,FinancialPhraseBank
"like all other mechanical pipettors from biohit , also proline plus is ce-ivd marked and comes with a 3-year warranty .",Neutral,FinancialPhraseBank
"at 10.58 am , outokumpu declined 2.74 pct to 24.87 eur , while the omx helsinki 25 was 0.55 pct higher at 2,825.14 and the omx helsinki added 0.64 pct to 9,386.89 .",Neutral,FinancialPhraseBank
the policy was also aimed at making the companies more profitable and competitive .,Optimism,FinancialPhraseBank
a paper mill in the central maine town of madison soon will have a new owner .,Neutral,FinancialPhraseBank
upon completion of the sale proha would get some usd12 .7 m for its stake in artemis .,Neutral,FinancialPhraseBank
"the employer , together with health personnel , supports quitting and pays part of the cost of nicotine treatments .",Neutral,FinancialPhraseBank
"also , a seven-year historic analysis is provided for these markets .",Neutral,FinancialPhraseBank
"while i cant understand what theyre saying , its impressive to watch him hit that ball at those speeds .",Neutral,FinancialPhraseBank
"the contracts awarded to date , in connection with the system , amount to a total eur 36 million .",Neutral,FinancialPhraseBank
"manavigator-september 7 , 2010-kemira unveils indian jv with ivrcl finnish chemicals group kemira hel kra1v on tuesday announced it has inked a deal to form a joint venture in india with local construction firm ivrcl infrastructure and projects ltd bom 530773 .",Optimism,FinancialPhraseBank
"she will succeed krister kylas , who has decided to leave teliasonera .",Neutral,FinancialPhraseBank
according to the announcement of the helsinki stock exchange the share of sentera shall be delisted from the nm-list of the helsinki stock exchange accordingly .,Neutral,FinancialPhraseBank
marimekko operates in an industry in which changes in the business climate are reflected in consumer demand .,Neutral,FinancialPhraseBank
rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its french operations at one site .,Optimism,FinancialPhraseBank
"tallink claims the watertight doors of both vana tallinn and regina baltica , including their electrical systems , are fully in working order .",Optimism,FinancialPhraseBank
"basware 's ceo ilkka sihvo comments in conjunction with the interim report as a whole , basware succeeded well in the second quarter of 2007 .",Optimism,FinancialPhraseBank
"a total of 1,800,000 stock options were issued in the 2003 stock option scheme .",Neutral,FinancialPhraseBank
"in the second quarter of 2010 , the group 's net profit rose to eur 3.1 million from eur 2.5 million in april-june 2009 .",Optimism,FinancialPhraseBank
"in the second quarter of 2010 , raute 's net loss narrowed to eur 123,000 from eur 1.5 million in the same period of 2009 .",Optimism,FinancialPhraseBank
"founded in 1985 , quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms .",Neutral,FinancialPhraseBank
her last position in nokia siemens networks was head of business human resources nsn global it .,Neutral,FinancialPhraseBank
we are proud to contribute to the creation of a world-class airport facility with kone 's innovative people flow tm solutions .,Optimism,FinancialPhraseBank
"the company designs and manufactures high-quality clothing , interior decoration textiles , bags , and other accessories .",Neutral,FinancialPhraseBank
technopolis has approximately 130 customer companies in jyvaskyla .,Neutral,FinancialPhraseBank
"finnish kemira 's net sales eur decreased to eur 1,259.6 mn in january-june 2009 from eur 1,425.1 mn in january-june 2008 .",Sadness,FinancialPhraseBank
the products have a low salt and fat content .,Neutral,FinancialPhraseBank
"digia said its consolidated net sales for january-june 2010 were eur67 .8 m , up 9.7 on the same period in 2009 eur61 .9 m .",Optimism,FinancialPhraseBank
"pioneer library system was one of 127 libraries , municipalities , arts , culture and higher education and science organizations to have been awarded grants to participate in the big read , the largest federal reading program in u.s. history .",Optimism,FinancialPhraseBank
"the decision of the french court relates to the claims raised by twenty-one former aspocomp s.a.s employees , the company said .",Neutral,FinancialPhraseBank
the solutions will be used for upgrading the networks of a russian mso in 37 different cities in russia .,Optimism,FinancialPhraseBank
"the finnish company sold its uk operation - consisting of 50 staff in offices in london , birmingham and manchester - as part of a deal with hampden in july 2001 for its european-wide property and casualty arm sampo industrial .",Neutral,FinancialPhraseBank
the air traffic of finland has been in stoppage since then .,Sadness,FinancialPhraseBank
finnish airline finnair is starting the temporary layoffs of cabin crews in february 2010 .,Sadness,FinancialPhraseBank
one attractive factor about the tablets for media companies is that they provide a new way of making money .,Optimism,FinancialPhraseBank
those uncertainties cloud the long-term outlook . '',Fear,FinancialPhraseBank
under this agreement biohit becomes a focus supplier of pipettors and disposable pipettor tips to vwr customers throughout europe .,Optimism,FinancialPhraseBank
